R	3477	1010000003478	E	EW	N:K96.T7643.J9.A96 A32.AJ2.A8.KJ542 8754.Q98.T52.QT3 QJT.K5.KQ7643.87	0	5	D	W	NONE	0	3	NT	E	NONE
R	117868	1010000117869	N	Both	N:Q6.K9.Q95.AKJ543 J982.T742.J8.987 73.Q85.AKT762.Q2 AKT54.AJ63.43.T6	0	4	S	N	NONE	0	3	NT	N	NONE
R	135390	1010000135391	S	NS	N:972.A3.AKT754.T7 8653.JT62.Q3.A92 AQT.KQ4.J82.KQ65 KJ4.9875.96.J843	0	5	D	N	NONE	0	3	NT	S	NONE
R	186796	1010000186797	N	Both	N:A92.AK5.93.A8763 K86.983.QT6.9542 43.JT4.AK8754.QJ QJT75.Q762.J2.KT	0	6	S	N	NONE	0	3	NT	N	NONE
R	200083	1010000200084	W	Both	N:KT97.72.T54.KQ73 J8.JT4.AKQ632.84 A6432.8653.J8.92 Q5.AKQ9.97.AJT65	0	6	H	W	NONE	0	3	NT	W	NONE
R	210600	1010000210601	N	EW	N:AK2.K763.A63.K93 T54.QT92.874.A52 J8.J4.KQJT95.QJ7 Q9763.A85.2.T864	0	5	D	S	NONE	0	3	NT	N	NONE
R	210971	1010000210972	W	NS	N:A964.T85.J74.QT9 KQ.J93.KQT983.32 J8752.72.5.KJ865 T3.AKQ64.A62.A74	0	5	D	E	NONE	0	3	NT	W	NONE
R	218304	1010000218305	N	None	N:AQ8.AKJ85.98.Q87 K43.T973.KT.T432 97.64.AQJ763.A96 JT652.Q2.542.KJ5	0	6	S	N	NONE	0	3	NT	N	NONE
R	219520	1010000219521	N	None	N:AT4.AK4.53.AT652 K97.9876.KT.K873 QJ2.T2.AQJ987.J9 8653.QJ53.642.Q4	0	6	S	N	NONE	0	3	NT	N	NONE
R	287527	1010000287528	W	None	N:AQ75.954.32.8754 863.73.KQJT76.KQ JT92.KQJ8.84.632 K4.AT62.A95.AJT9	0	6	S	W	NONE	0	3	NT	W	NONE
R	296936	1010000296937	N	EW	N:A964.AK.Q642.Q32 Q753.653.7.J9875 2.987.AKJ953.K64 KJT8.QJT42.T8.AT	0	6	S	N	NONE	0	3	NT	N	NONE
R	392640	1010000392641	N	None	N:AT43.J873.A43.AQ 765.KQ5.T.KJT642 KQ2.96.KQJ987.97 J98.AT42.652.853	0	6	S	N	NONE	0	3	NT	N	NONE
R	466790	1010000466791	S	Both	N:862.8.KQ8743.AQ3 JT543.J752.T52.T K97.AK964.AJ6.76 AQ.QT3.9.KJ98542	0	6	S	S	NONE	0	3	NT	S	NONE
R	477062	1010000477063	S	Both	N:2.T64.AQJ942.A76 987654.J7.86.943 KQJ.KQ3.KT3.QJ82 AT3.A9852.75.KT5	0	5	D	N	NONE	0	3	NT	S	NONE
V	18439	1011000018440	W	None	N:62.KT765.932.975 854.QJ.AQT864.Q8 JT73.A42.J7.A642 AKQ9.983.K5.KJT3	0	5	S	W	NONE	0	3	NT	W	NONE
V	42949	1011000042950	E	EW	N:K32.754.AKJ864.5 J6.K96.T75.JT863 AQ87.AT32.Q9.A72 T954.QJ8.32.KQ94	0	6	S	S	NONE	0	3	NT	S	NONE
V	56350	1011000056351	S	NS	N:K8.85.KQJ765.Q65 T964.Q97.A4.KT84 AQJ75.K62.82.AJ7 32.AJT43.T93.932	0	6	S	S	NONE	0	3	NT	S	NONE
V	61614	1011000061615	S	NS	N:JT3.J87654.85.J4 Q4.T3.AKQT72.876 K9762.Q.43.KQT92 A85.AK92.J96.A53	0	6	H	W	NONE	0	3	NT	W	NONE
V	86727	1011000086728	W	None	N:53.KJT76.7.T5432 A.542.KQ6542.Q98 KQ986.98.A93.J76 JT742.AQ3.JT8.AK	0	6	S	W	X	0	3	NT	W	NONE
V	107916	1011000107917	N	Both	N:854.AK6.K53.AK87 763.T854.64.Q653 KJT.73.AQT972.J2 AQ92.QJ92.J8.T94	0	5	D	S	NONE	0	3	NT	N	NONE
V	139570	1011000139571	S	EW	N:9.QJ6.AKJ983.T83 KQJ762.AT3.2.Q72 AT3.K975.T74.AKJ 854.842.Q65.9654	0	3	NT	S	NONE	0	4	S	S	NONE
V	150162	1011000150163	S	EW	N:3.J974.Q984.KQ92 AK85.K52.J3.AT53 JT742.AT86.6.J74 Q96.Q3.AKT752.86	0	4	S	E	NONE	0	3	NT	E	NONE
V	157384	1011000157385	N	EW	N:AQ32.AJ85.K42.QT J84.KQ96.83.5432 65.T7.AQ9765.AJ9 KT97.432.JT.K876	0	6	H	N	NONE	0	3	NT	N	NONE
V	188164	1011000188165	N	NS	N:A94.QJ.A82.KQJT4 J8732.A986.64.72 Q5.K42.KQJ975.95 KT6.T753.T3.A863	0	5	D	S	NONE	0	3	NT	N	NONE
V	190634	1011000190635	S	None	N:Q754.KJ73.KJ.KQ5 A2.A52.975.JT873 J6.98.AQ8632.A42 KT983.QT64.T4.96	0	4	S	N	NONE	0	3	NT	N	NONE
V	206624	1011000206625	N	None	N:KJ84.K2.AT2.KJ43 9532.AQ9.J.T9875 QT7.84.KQ9754.A2 A6.JT7653.863.Q6	0	6	S	N	NONE	0	3	NT	N	NONE
V	208084	1011000208085	N	NS	N:32.AKJ.A5.AJ8753 96.65.T932.T9642 KJ4.T43.KQ8764.Q AQT875.Q9872.J.K	0	5	D	S	NONE	0	4	S	N	NONE
V	223698	1011000223699	S	EW	N:JT5.QT75.94.KT52 Q2.83.KQ7653.A87 9763.J942.AT2.J3 AK84.AK6.J8.Q964	0	5	D	E	NONE	0	3	NT	W	NONE
V	242414	1011000242415	S	NS	N:Q6.AKJ.974.AK972 KT98.97632.J6.65 A43.T5.AQT532.J4 J752.Q84.K8.QT83	0	5	D	S	NONE	0	3	NT	N	NONE
V	250457	1011000250458	E	Both	N:9765.932.JT9.AQ6 AK8.Q874.A4.KJ93 Q32.KT5.72.T8542 JT4.AJ6.KQ8653.7	0	5	D	W	NONE	0	3	NT	E	NONE
V	252691	1011000252692	W	Both	N:J63.K85.A2.AK964 AKT54.A72.T74.Q3 Q9.QT.KQJ853.J52 872.J9643.96.T87	0	6	S	N	NONE	0	3	NT	N	NONE
V	253242	1011000253243	S	None	N:K75.KT94.42.9854 JT93.AQ6.KT9.AK7 A62.J852.85.JT63 Q84.73.AQJ763.Q2	0	5	D	W	NONE	0	3	NT	E	NONE
V	263769	1011000263770	E	Both	N:Q92.T82.AKQ752.T K53.KQ654.J83.92 AJ76.A3.T6.KQJ87 T84.J97.94.A6543	0	6	D	N	NONE	0	3	NT	S	NONE
V	275110	1011000275111	S	Both	N:KQ5.2.KQJT83.982 T9864.AK7653.5.7 A32.J8.A4.KQJ653 J7.QT94.9762.AT4	0	6	S	S	NONE	0	3	NT	S	NONE
V	293310	1011000293311	S	NS	N:53.KJ754.AT5.873 Q2.92.KQJ843.K65 T9876.AT63..JT92 AKJ4.Q8.9762.AQ4	0	6	S	W	NONE	0	3	NT	W	NONE
V	303333	1011000303334	E	EW	N:AJ6.T872.62.T832 K93.AK653.QT8.A4 Q7542.QJ.J5.Q965 T8.94.AK9743.KJ7	0	6	S	E	NONE	0	3	NT	E	NONE
V	359323	1011000359324	W	NS	N:T9764.A83.942.52 8.KT7.KQ8653.KT3 KQ532.Q9654..QJ9 AJ.J2.AJT7.A8764	0	4	S	W	NONE	0	3	NT	W	NONE
V	368807	1011000368808	W	None	N:Q963.T952.T6.QJT 74.J83.AQ8542.A4 J85.AQ76.97.8763 AKT2.K4.KJ3.K952	0	5	D	E	NONE	0	3	NT	W	NONE
V	371788	1011000371789	N	Both	N:A43.JT53.QJ4.AK6 Q987.A98.62.Q953 T65.K.AKT985.JT8 KJ2.Q7642.73.742	0	4	S	N	NONE	0	3	NT	N	NONE
V	389930	1011000389931	S	None	N:AKT9.Q43.J2.JT75 Q63.T87.AQT985.K 2.K652.76.986432 J8754.AJ9.K43.AQ	0	6	S	W	NONE	0	3	NT	W	NONE
V	429895	1011000429896	W	None	N:J943.9532.4.AQ42 75.A86.AKT832.83 T862.KT7.Q97.765 AKQ.QJ4.J65.KJT9	0	5	D	E	NONE	0	3	NT	W	NONE
V	496940	1011000496941	N	Both	N:J42.K.AKT742.952 T93.A754.98.QJT7 AKQ.T96.65.AK863 8765.QJ832.QJ3.4	0	4	S	S	NONE	0	3	NT	S	NONE
