18591	1025000018592	W	EW	N:AQ432.KJ863..J92 KJ98.2.J643.K876 5.AQ975.T9875.T3 T76.T4.AKQ2.AQ54	0	4	D	W	NONE	0	5	D	W	NONE
58160	1025000058161	N	None	N:AT3.K6.KQ9.AJT42 J842.AT753.J62.Q KQ95.2.T874.K985 76.QJ984.A53.763	0	2	C	E	X	0	3	NT	N	NONE
72763	1025000072764	W	NS	N:J93.Q76.AKT4.AJ4 T8542.AJ32.Q96.2 AK76.5.J532.T976 Q.KT984.87.KQ853	0	2	S	W	NONE	0	4	C	E	X
74825	1025000074826	E	Both	N:AK4.QT7.QT86.K43 93.J9864.K52.AT7 JT85.2.AJ93.Q962 Q762.AK53.74.J85	0	2	C	N	X	0	3	NT	W	NONE
260443	1025000260444	W	NS	N:T72.K87.KQT3.AQ6 J63.AQJ94.65.K95 A984.2.AJ84.J843 KQ5.T653.972.T72	0	2	C	W	X	0	3	NT	S	NONE
323040	1025000323041	N	None	N:KQ6.AJ9.KQ2.T873 A42.QT654.965.A5 JT85.2.AJT3.Q962 973.K873.874.KJ4	0	3	H	W	X	0	3	NT	S	NONE
1275390	1025001275391	S	NS	N:K76.Q2.AQ3.AKQJ5 AJ94.AJ753.T6.T3 T852.9.KJ842.976 Q3.KT864.975.842	0	3	NT	S	NONE	0	5	D	S	NONE
1377993	1025001377994	E	Both	N:AQJ.AT9.K85.AT82 K742.KQJ75.64.K5 9853.2.AQJ9.9764 T6.8643.T732.QJ3	0	2	NT	W	NONE	0	3	NT	W	NONE
1510381	1025001510382	E	None	N:AKQ.AT.KJ84.A643 J972.K9652.7.QT8 T865.4.QT62.KJ95 43.QJ873.A953.72	0	2	C	S	X	0	3	NT	E	NONE
1821379	1025001821380	W	Both	N:AT5.KQ.KQ52.KT84 J976.QJ963.93.76 KQ84.2.AJ74.J953 32.AT875.T86.AQ2	0	2	C	N	X	0	3	NT	W	NONE
2000714	1025002000715	S	None	N:AQJ.AT.KJ2.KQT73 753.QJ986.984.62 K986.2.AQ75.J954 T42.K7543.T63.A8	0	4	H	W	NONE	0	3	NT	S	NONE
2019250	1025002019251	S	EW	N:AQ6.KT3.AJ63.K98 T983.AQJ76.KT7.2 KJ72.4.Q952.JT54 54.9852.84.AQ763	0	3	H	W	NONE	0	5	C	S	NONE
2133477	1025002133478	E	EW	N:K76.Q9.AKT.AKT65 8532.AJT42.954.3 AJ94.3.QJ82.QJ72 QT.K8765.763.984	0	2	NT	E	NONE	0	3	C	S	NONE
2163801	1025002163802	E	Both	N:QJ8.AK6.AT6.KQJ7 KT75.QJT83.985.2 A964.2.KQJ4.T865 32.9754.732.A943	0	4	S	S	NONE	0	3	NT	S	NONE
2336417	1025002336418	E	NS	N:AJ9.AQ.KQ65.AJ75 6432.KJ986.98.82 KQT7.2.JT43.QT94 85.T7543.A72.K63	0	4	H	S	NONE	0	3	NT	S	NONE
2869237	1025002869238	E	EW	N:AKJ.AQ.K65.AT842 9873.KJ954.8.KQ3 QT62.7.QT97.J965 54.T8632.AJ432.7	0	4	H	S	NONE	0	5	D	S	NONE
2872318	1025002872319	S	NS	N:KJ3.42.AKJ.AK743 QT86.AJ9753.92.Q A952.8.QT84.JT85 74.KQT6.7653.962	0	3	H	W	NONE	0	5	C	S	NONE
2906120	1025002906121	N	EW	N:AJ7.QT8.KQJ.AJ63 K9632.AK954.2.85 QT85.2.T974.KQT9 4.J763.A8653.742	0	3	H	E	NONE	0	5	D	S	NONE
2918270	1025002918271	S	NS	N:AK3.AT.KQ8.QT853 QJ75.KQJ82.T3.K4 T984.5.AJ62.J962 62.97643.9754.A7	0	2	NT	N	NONE	0	3	NT	N	NONE
