348	1001000000349	N	Both	N:K862.T8742.42.Q9 A9.K6.KQJT3.T763 QJT73.53.A765.K5 54.AQJ9.98.AJ842	0	3	C	W	NONE	0	3	N	E	NONE
433	1001000000434	E	NS	N:74.6.9752.QT7532 AQJT.KJ73.AK.J86 K982.952.QJT64.A 653.AQT84.83.K94	0	4	H	W	NONE	0	6	H	W	NONE
493	1001000000494	E	None	N:K943.9854.84.T94 JT86.K3.KT5.KJ65 A52.AJ76.A62.AQ3 Q7.QT2.QJ973.872	0	1	N	W	NONE	0	1	C	S	NONE
555	1001000000556	W	NS	N:QJ987.K942.A.952 AT4.QJ7653.9.AQ8 6532.T8.KJ532.74 K.A.QT8764.KJT63	0	4	D	W	NONE	0	4	H	E	NONE
1971	1001000001972	W	Both	N:73.A3.K872.A9642 QJT86.K875.A93.7 K2.QJT942.T65.KT A954.6.QJ4.QJ853	0	2	S	E	NONE	0	3	H	S	NONE
2110	1001000002111	S	NS	N:976.Q84.AJT72.K8 A84.KJ75.K43.962 JT52.T96.98.AQT4 KQ3.A32.Q65.J753	0	2	N	E	NONE	0	2	N	W	NONE
3431	1001000003432	W	None	N:984.AK4.T95.AK73 A632.QJT32.-.J964 JT5.76.AQ87643.8 KQ7.985.KJ2.QT52	0	3	D	S	NONE	0	2	N	N	NONE
4621	1001000004622	E	None	N:J7.AT762.3.T9642 AT852.-.AKJ762.Q3 K943.QJ953.5.J87 Q6.K84.QT984.AK5	0	5	D	E	NONE	0	3	N	W	NONE
4777	1001000004778	E	Both	N:KT6.98.AKT.A8743 A85.AJT65.9653.6 Q97.KQ743.J84.Q5 J432.2.Q72.KJT92	0	2	C	N	NONE	0	3	N	N	NONE
4815	1001000004816	W	EW	N:QJ952.K6.K984.93 T6.J8432.Q7652.K K843.AQ95.-.QT754 A7.T7.AJT3.AJ862	0	4	S	N	NONE	0	2	C	W	NONE
5126	1001000005127	S	Both	N:K9.QT76.KQ5.Q764 AJT62.954.AJ2.98 5.AJ82.9743.KJT2 Q8743.K3.T86.A53	0	3	S	E	NONE	0	3	S	W	NONE
5229	1001000005230	E	None	N:AT.9852.K752.Q54 J32.Q7.QJ986.AK9 Q6.AJT43.T3.J732 K98754.K6.A4.T86	0	4	H	S	NONE	0	4	S	W	NONE
5253	1001000005254	E	EW	N:A.QJT86.T865.Q93 T652.A9.KQ2.T652 K43.75.J93.AKJ87 QJ987.K432.A74.4	0	3	S	W	NONE	0	2	H	N	NONE
5541	1001000005542	E	EW	N:AQ7.Q2.953.AJ953 KJT92.854.Q62.K7 85.AK9.JT874.Q86 643.JT763.AK.T42	0	2	S	E	NONE	0	2	N	N	NONE
5564	1001000005565	N	Both	N:T754.KT94.-.AKQ72 92.A83.AJT43.JT3 Q.QJ5.KQ9872.965 AKJ863.762.65.84	0	1	N	S	NONE	0	3	D	S	NONE
5659	1001000005660	W	NS	N:Q8743.J6432.-.962 K5.8.AQJT63.AKJ7 AJT92.A5.84.8543 6.KQT97.K9752.QT	0	5	D	E	NONE	0	2	H	W	NONE
6193	1001000006194	E	NS	N:KJT54.A9.96.Q762 A6.874.JT5.AJ853 832.QJT53.32.KT9 Q97.K62.AKQ874.4	0	2	N	W	NONE	0	3	D	W	NONE
