3477	1010000003478	E	EW	N:K96.T7643.J9.A96 A32.AJ2.A8.KJ542 8754.Q98.T52.QT3 QJT.K5.KQ7643.87	0	5	D	W	NONE	0	3	NT	E	NONE
24885	1010000024886	E	EW	N:AT8532.Q7.43.AT5 K6.AK852.AJ8.874 Q7.JT964.2.QJ962 J94.3.KQT9765.K3	0	6	H	E	NONE	0	3	NT	E	NONE
38112	1010000038113	N	None	N:KQ95.Q3.J73.AKT9 AJ86.AKJ6.82.Q86 T7.T42.AKQT654.7 432.9875.9.J5432	0	6	S	N	X	0	3	NT	N	NONE
62820	1010000062821	N	NS	N:AJ2.QJ64.A3.KQ72 Q9864.98.T6.A854 .7.KQJ987542.963 KT753.AKT532..JT	0	5	D	S	NONE	0	3	D	N	NONE
109225	1010000109226	E	Both	N:K9432.8652.7.872 JT85.A7.J42.AKQ6 AQ76.KQJT.83.953 .943.AKQT965.JT4	0	6	S	E	NONE	0	3	NT	E	NONE
117868	1010000117869	N	Both	N:Q6.K9.Q95.AKJ543 J982.T742.J8.987 73.Q85.AKT762.Q2 AKT54.AJ63.43.T6	0	4	S	N	NONE	0	3	NT	N	NONE
129222	1010000129223	S	Both	N:65.4.AQ87432.A63 9742.J7653.J6.JT KQJ3.AT2.95.KQ87 AT8.KQ98.KT.9542	0	6	S	S	NONE	0	4	S	S	NONE
135390	1010000135391	S	NS	N:972.A3.AKT754.T7 8653.JT62.Q3.A92 AQT.KQ4.J82.KQ65 KJ4.9875.96.J843	0	5	D	N	NONE	0	3	NT	S	NONE
141469	1010000141470	E	None	N:JT6543.A3.7.Q983 AQ9.QT54.Q5.AKT2 872.KJ982.62.J54 K.76.AKJT9843.76	0	5	D	W	NONE	0	4	H	E	NONE
144485	1010000144486	E	EW	N:AJT873.873.7.JT5 K94.AKJT5.QT.A32 Q65.642.J98.KQ86 2.Q9.AK65432.974	0	5	D	W	NONE	0	3	NT	E	NONE
152172	1010000152173	N	Both	N:9852.AKQ.KT.A972 Q4.JT98643.6.QJ4 63.2.AQJ8432.K83 AKJT7.75.975.T65	0	5	S	N	NONE	0	6	D	N	NONE
186796	1010000186797	N	Both	N:A92.AK5.93.A8763 K86.983.QT6.9542 43.JT4.AK8754.QJ QJT75.Q762.J2.KT	0	6	S	N	NONE	0	3	NT	N	NONE
198486	1010000198487	S	Both	N:72..AQJT9764.K97 KQJ96.T943..QT62 A4.AQ52.K53.A843 T853.KJ876.82.J5	0	5	D	N	NONE	0	3	NT	S	NONE
200083	1010000200084	W	Both	N:KT97.72.T54.KQ73 J8.JT4.AKQ632.84 A6432.8653.J8.92 Q5.AKQ9.97.AJT65	0	6	H	W	NONE	0	3	NT	W	NONE
